Transaction ID,Date,Month,Quarter,Year,Region,Country,City,Business Unit,Department,Product Category,Product Name,Customer Segment,Sales Channel,Revenue,Cost of Goods Sold (COGS),Operating Expense,Marketing Expense,Discount,Tax,Profit,Profit Margin,Budget,Actual Sales,Gross Profit,Operating Profit,Gross Margin,Budget Variance,Budget Utilization,Total Expense,Cost Ratio
TXN-21699,2025-12-05,December,Q4,2025,Asia Pacific,India,Mumbai,Digital Services,Engineering,Hardware Systems,Server Rack X1,Enterprise,Direct Sales,94997.16,47528.31,15013.56,4406.18,1312.92,4220.95,23828.16,25.08,99803.77,94997.16,47468.85,28049.11,49.97,-4806.61,95.18,71169.0,74.92
TXN-21700,2025-12-05,December,Q4,2025,Europe,Netherlands,Amsterdam,Enterprise Solutions,Sales,Electronics,Wireless Headset Pro,Enterprise,Online Store,19154.67,13710.13,3369.83,1592.96,1866.44,289.46,192.29,1.0,20616.51,19154.67,5444.54,481.75,28.42,-1461.84,92.91,18962.38,99.0
TXN-21701,2025-12-05,December,Q4,2025,Middle East & Africa,South Africa,Johannesburg,Consumer Goods,Engineering,Software Services,Saas Erp License,Mid-Market,Partner Channel,34315.26,9201.94,3881.93,1403.98,2289.38,1865.24,17962.17,52.34,38403.58,34315.26,25113.32,19827.41,73.18,-4088.32,89.35,16353.09,47.66
TXN-21702,2025-12-05,December,Q4,2025,Europe,France,Paris,Digital Services,Engineering,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Direct Sales,89986.11,30412.55,13116.63,6793.26,10631.81,4782.43,34881.24,38.76,98423.92,89986.11,59573.56,39663.67,66.2,-8437.81,91.43,55104.87,61.24
TXN-21703,2025-12-05,December,Q4,2025,North America,USA,New York,Digital Services,Engineering,Hardware Systems,Server Rack X1,SMB,Partner Channel,90711.07,57430.18,18842.12,8324.66,9067.43,1443.34,4670.77,5.15,90132.38,90711.07,33280.89,6114.11,36.69,578.69,100.64,86040.3,94.85
TXN-21704,2025-12-05,December,Q4,2025,North America,Canada,Toronto,Financial Services,Sales,Hardware Systems,Edge Compute Node,Mid-Market,Direct Sales,110469.1,61095.71,21229.765,12092.13,6822.44,3491.04,12560.46,11.37,106843.18,110469.1,49373.39,16051.5,44.69,3625.92,103.39,97908.64,88.63
TXN-21705,2025-12-05,December,Q4,2025,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Engineering,Software Services,Ai Analytics Platform,Enterprise,Direct Sales,70307.99,19843.51,8376.63,6039.03,3354.27,3994.22,32054.6,45.59,73234.73,70307.99,50464.48,36048.82,71.78,-2926.74,96.0,38253.39,54.41
TXN-21706,2025-12-05,December,Q4,2025,Middle East & Africa,UAE,Dubai,Enterprise Solutions,Marketing,Software Services,Saas Erp License,Enterprise,Direct Sales,23813.73,6517.41,3181.48,2609.37,2905.23,2221.98,9283.49,38.98,24416.21,23813.73,17296.32,11505.47,72.63,-602.48,97.53,14530.24,61.02
TXN-21707,2025-12-06,December,Q4,2025,North America,USA,Chicago,Digital Services,Operations,Software Services,Cybershield Security,Consumer,Reseller Network,50860.99,11824.33,9278.23,4336.2,7408.82,5338.09,20084.14,39.49,44968.04,50860.99,39036.66,25422.23,76.75,5892.95,113.1,30776.85,60.51
TXN-21708,2025-12-06,December,Q4,2025,Europe,France,Paris,Consumer Goods,Customer Support,Software Services,Cybershield Security,Enterprise,Online Store,56716.84,16793.36,9173.5,5538.4,7364.13,5032.12,20179.46,35.58,62662.79,56716.84,39923.48,25211.58,70.39,-5945.95,90.51,36537.38,64.42
TXN-21709,2025-12-06,December,Q4,2025,Europe,UK,London,Enterprise Solutions,Customer Support,Software Services,Cybershield Security,SMB,Direct Sales,12915.66,2395.88,1711.98,1070.21,16.34,1243.84,6493.75,50.28,11376.01,12915.66,10519.78,7737.59,81.45,1539.65,113.53,6421.91,49.72
TXN-21710,2025-12-06,December,Q4,2025,North America,Canada,Toronto,Enterprise Solutions,Operations,Professional Consulting,Advisory Subscription,Mid-Market,Direct Sales,47621.76,24869.41,7743.69,3787.65,5001.57,1293.02,9927.99,20.85,42460.04,47621.76,22752.35,11221.01,47.78,5161.72,112.16,37693.77,79.15
TXN-21711,2025-12-06,December,Q4,2025,North America,Canada,Toronto,Consumer Goods,Operations,Hardware Systems,Network Switch 48P,Consumer,Direct Sales,16472.5,8895.3,2009.55,1407.37,1478.16,867.78,3292.5,19.99,17074.68,16472.5,7577.2,4160.28,46.0,-602.18,96.47,13180.0,80.01
TXN-21712,2025-12-06,December,Q4,2025,Latin America,Mexico,Mexico City,Digital Services,Customer Support,Electronics,4K Display Monitor,Enterprise,Direct Sales,8335.37,5754.2,1099.63,716.55,961.55,235.21,529.78,6.36,9243.4,8335.37,2581.17,764.99,30.97,-908.03,90.18,7805.59,93.64
TXN-21713,2025-12-06,December,Q4,2025,Asia Pacific,Singapore,Singapore,Enterprise Solutions,Engineering,Electronics,Ultrabook Enterprise,Enterprise,Reseller Network,13456.89,8201.85,1517.3,986.12,1187.41,594.11,2157.51,16.03,12890.31,13456.89,5255.04,2751.62,39.05,566.58,104.4,11299.38,83.97
TXN-21714,2025-12-06,December,Q4,2025,Latin America,Colombia,Bogota,Financial Services,Marketing,Electronics,Smart Hub Pro,Mid-Market,Partner Channel,16330.56,9364.85,1911.51,1482.36,700.77,746.17,2825.67,17.3,17307.57,16330.56,6965.71,3571.84,42.65,-977.01,94.36,13504.89,82.7
TXN-21715,2025-12-06,December,Q4,2025,Middle East & Africa,UAE,Dubai,Digital Services,Engineering,Electronics,Smart Hub Pro,SMB,Partner Channel,15394.62,10942.59,3116.49,883.8,873.48,160.1,291.64,1.89,15968.5,15394.62,4452.03,451.74,28.92,-573.88,96.41,15102.98,98.11
TXN-21716,2025-12-06,December,Q4,2025,Asia Pacific,Australia,Sydney,Enterprise Solutions,Sales,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,22306.51,14448.89,3772.23,2021.0,1889.44,374.17,1690.22,7.58,20347.23,22306.51,7857.62,2064.39,35.23,1959.28,109.63,20616.29,92.42
TXN-21717,2025-12-06,December,Q4,2025,Latin America,Colombia,Bogota,Digital Services,Customer Support,Electronics,Smart Hub Pro,Enterprise,Online Store,22978.34,16241.06,4005.24,2302.57,3072.24,373.3,56.17,0.24,25591.5,22978.34,6737.28,429.47,29.32,-2613.16,89.79,22922.17,99.76
TXN-21718,2025-12-06,December,Q4,2025,North America,Canada,Toronto,Consumer Goods,Engineering,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,91332.72,35045.15,18457.95,8644.8,2468.83,4594.58,24590.24,26.92,81255.04,91332.72,56287.57,29184.82,61.63,10077.68,112.4,66742.48,73.08
TXN-21719,2025-12-06,December,Q4,2025,Europe,Netherlands,Amsterdam,Financial Services,Sales,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Online Store,26287.24,9293.18,3109.13,1672.3,1908.44,1602.27,10610.36,40.36,27954.52,26287.24,16994.06,12212.63,64.65,-1667.28,94.04,15676.88,59.64
TXN-21720,2025-12-06,December,Q4,2025,Europe,Germany,Frankfurt,Financial Services,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Online Store,35216.01,13951.59,4539.4,1447.27,4325.89,2279.19,12998.56,36.91,35820.45,35216.01,21264.42,15277.75,60.38,-604.44,98.31,22217.45,63.09
TXN-21721,2025-12-06,December,Q4,2025,North America,USA,Chicago,Digital Services,Engineering,Cloud Infrastructure,Load Balancer Cluster,SMB,Partner Channel,87247.9,33939.14,17998.81,7457.02,6028.94,4294.94,23557.99,27.0,87669.23,87247.9,53308.76,27852.93,61.1,-421.33,99.52,63689.91,73.0
TXN-21722,2025-12-06,December,Q4,2025,Middle East & Africa,UAE,Dubai,Digital Services,Sales,Software Services,Saas Erp License,Enterprise,Online Store,62009.15,11212.03,11337.79,4102.67,6085.08,6226.54,29130.12,46.98,57108.51,62009.15,50797.12,35356.66,81.92,4900.64,108.58,32879.03,53.02
TXN-21723,2025-12-06,December,Q4,2025,Europe,UK,London,Digital Services,Engineering,Hardware Systems,Server Rack X1,Mid-Market,Direct Sales,77441.59,45639.72,15379.72,9027.33,2798.33,2026.03,5368.79,6.93,86111.62,77441.59,31801.87,7394.82,41.07,-8670.03,89.93,72072.8,93.07
TXN-21724,2025-12-06,December,Q4,2025,Europe,France,Paris,Financial Services,Engineering,Software Services,Saas Erp License,Mid-Market,Direct Sales,41719.56,7325.62,8761.71,1815.83,2201.86,2614.33,21202.07,50.82,45467.75,41719.56,34393.94,23816.4,82.44,-3748.19,91.76,20517.49,49.18
TXN-21725,2025-12-07,December,Q4,2025,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Marketing,Hardware Systems,Edge Compute Node,Enterprise,Partner Channel,104754.8,60213.16,16563.71,10861.64,6734.19,3659.1,13457.19,12.85,107255.93,104754.8,44541.64,17116.29,42.52,-2501.13,97.67,91297.61,87.15
TXN-21726,2025-12-07,December,Q4,2025,Asia Pacific,Japan,Tokyo,Consumer Goods,Engineering,Hardware Systems,Network Switch 48P,Mid-Market,Partner Channel,16279.05,10838.77,2755.97,1524.89,865.87,278.16,881.26,5.41,17010.71,16279.05,5440.28,1159.42,33.42,-731.66,95.7,15397.79,94.59
TXN-21727,2025-12-07,December,Q4,2025,Latin America,Brazil,Sao Paulo,Consumer Goods,Sales,Software Services,Saas Erp License,Enterprise,Online Store,64415.13,17388.66,8634.05,3892.73,0.0,6456.23,28043.46,43.54,67734.57,64415.13,47026.47,34499.69,73.01,-3319.44,95.1,36371.67,56.46
TXN-21728,2025-12-07,December,Q4,2025,Asia Pacific,Singapore,Singapore,Digital Services,Marketing,Electronics,Smart Hub Pro,Mid-Market,Direct Sales,9061.27,5933.55,1097.41,1074.54,1085.78,293.26,662.51,7.31,9231.01,9061.27,3127.72,955.77,34.52,-169.74,98.16,8398.76,92.69
TXN-21729,2025-12-07,December,Q4,2025,North America,USA,San Francisco,Digital Services,Customer Support,Software Services,Ai Analytics Platform,Consumer,Reseller Network,12838.59,2880.37,2128.76,1394.24,1433.43,1365.9,5069.32,39.49,11450.99,12838.59,9958.22,6435.22,77.56,1387.6,112.12,7769.27,60.51
TXN-21730,2025-12-07,December,Q4,2025,North America,USA,New York,Financial Services,Customer Support,Hardware Systems,Edge Compute Node,SMB,Partner Channel,38969.01,22765.61,8273.02,2595.0,2214.21,748.88,4586.5,11.77,39583.42,38969.01,16203.4,5335.38,41.58,-614.41,98.45,34382.51,88.23
TXN-21731,2025-12-07,December,Q4,2025,North America,Canada,Toronto,Enterprise Solutions,Operations,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,76781.1,23892.36,14168.3,6970.57,3446.98,6355.55,25394.32,33.07,70701.73,76781.1,52888.74,31749.87,68.88,6079.37,108.6,51386.78,66.93
TXN-21732,2025-12-07,December,Q4,2025,Middle East & Africa,South Africa,Johannesburg,Financial Services,Engineering,Electronics,Smart Hub Pro,Consumer,Online Store,10221.18,6352.82,1135.25,685.75,407.16,229.5,1817.86,17.79,11328.2,10221.18,3868.36,2047.36,37.85,-1107.02,90.23,8403.32,82.21
TXN-21733,2025-12-07,December,Q4,2025,North America,USA,New York,Enterprise Solutions,Customer Support,Electronics,4K Display Monitor,Enterprise,Online Store,10429.57,6272.19,1898.35,476.3,215.39,214.62,1568.11,15.04,10114.48,10429.57,4157.38,1782.73,39.86,315.09,103.12,8861.46,84.96
TXN-21734,2025-12-07,December,Q4,2025,Middle East & Africa,Saudi Arabia,Riyadh,Financial Services,Customer Support,Software Services,Saas Erp License,SMB,Direct Sales,57592.61,16633.09,11578.54,2440.11,6937.74,4628.98,22311.89,38.74,53927.9,57592.61,40959.52,26940.87,71.12,3664.71,106.8,35280.72,61.26
TXN-21735,2025-12-07,December,Q4,2025,Europe,UK,London,Enterprise Solutions,Operations,Software Services,Cloud Database Engine,Enterprise,Reseller Network,25782.42,4216.38,4118.4,2690.65,519.18,2622.92,12134.07,47.06,26956.93,25782.42,21566.04,14756.99,83.65,-1174.51,95.64,13648.35,52.94
TXN-21736,2025-12-08,December,Q4,2025,Europe,UK,London,Financial Services,Engineering,Electronics,Wireless Headset Pro,Consumer,Direct Sales,3683.98,2111.9,532.76,248.38,4.33,159.42,631.52,17.14,3786.11,3683.98,1572.08,790.94,42.67,-102.13,97.3,3052.46,82.86
TXN-21737,2025-12-08,December,Q4,2025,Middle East & Africa,UAE,Dubai,Digital Services,Operations,Software Services,Saas Erp License,Enterprise,Reseller Network,20298.73,4091.07,2137.28,856.2,2199.01,2254.45,10959.73,53.99,18541.98,20298.73,16207.66,13214.18,79.85,1756.75,109.47,9339.0,46.01
TXN-21738,2025-12-08,December,Q4,2025,North America,USA,Chicago,Consumer Goods,Operations,Software Services,Cloud Database Engine,SMB,Direct Sales,45312.62,8626.35,7160.3,2095.03,4639.91,4258.66,23172.28,51.14,42871.2,45312.62,36686.27,27430.94,80.96,2441.42,105.69,22140.34,48.86
TXN-21739,2025-12-08,December,Q4,2025,Europe,UK,London,Financial Services,Sales,Cloud Infrastructure,Dedicated Cloud Compute,Consumer,Partner Channel,51470.48,22699.44,5440.98,4013.47,6324.84,2923.99,16392.6,31.85,55537.97,51470.48,28771.04,19316.59,55.9,-4067.49,92.68,35077.88,68.15
TXN-21740,2025-12-08,December,Q4,2025,Middle East & Africa,Saudi Arabia,Riyadh,Enterprise Solutions,Engineering,Electronics,Ultrabook Enterprise,Enterprise,Reseller Network,11943.59,7535.09,2307.5,1299.72,718.46,198.6,602.68,5.05,12654.19,11943.59,4408.5,801.28,36.91,-710.6,94.38,11340.91,94.95
TXN-21741,2025-12-08,December,Q4,2025,North America,USA,San Francisco,Financial Services,Marketing,Software Services,Cybershield Security,Enterprise,Online Store,66265.11,16159.92,10680.91,3104.32,1025.47,5581.31,30738.65,46.39,68587.0,66265.11,50105.19,36319.96,75.61,-2321.89,96.61,35526.46,53.61
TXN-21742,2025-12-08,December,Q4,2025,Middle East & Africa,UAE,Dubai,Digital Services,Operations,Software Services,Ai Analytics Platform,Enterprise,Direct Sales,43811.97,12402.29,5681.48,3453.97,4520.82,4509.62,17764.61,40.55,41676.15,43811.97,31409.68,22274.23,71.69,2135.82,105.12,26047.36,59.45
TXN-21743,2025-12-09,December,Q4,2025,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Sales,Hardware Systems,Edge Compute Node,Mid-Market,Reseller Network,112166.25,67443.79,16482.47,6439.4,14603.0,4883.35,16917.24,15.08,100906.07,112166.25,44722.46,21800.59,39.87,11260.18,111.16,95249.01,84.92
TXN-21744,2025-12-09,December,Q4,2025,Latin America,Colombia,Bogota,Digital Services,Customer Support,Electronics,Ultrabook Enterprise,SMB,Partner Channel,13542.12,9166.96,2548.22,1344.25,455.0,170.27,312.42,2.31,12318.13,13542.12,4375.16,482.69,32.31,1223.99,109.94,13229.7,97.69
TXN-21745,2025-12-09,December,Q4,2025,North America,USA,San Francisco,Consumer Goods,Operations,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Direct Sales,27674.17,11414.53,4719.17,1458.71,2437.44,1554.14,8527.62,30.81,28745.83,27674.17,16259.64,10081.76,58.75,-1071.66,96.27,19146.55,69.19
TXN-21746,2025-12-09,December,Q4,2025,Middle East & Africa,UAE,Dubai,Digital Services,Operations,Software Services,Cloud Database Engine,Enterprise,Direct Sales,55202.49,13111.14,10723.26,5448.48,0.0,4785.54,21134.07,38.28,52367.51,55202.49,42091.35,25919.61,76.25,2834.98,105.41,34068.42,61.72
TXN-21747,2025-12-09,December,Q4,2025,North America,USA,New York,Financial Services,Sales,Professional Consulting,Implementation Services,Consumer,Direct Sales,28249.55,14379.03,3936.52,2179.39,706.01,1224.82,6529.79,23.11,28296.22,28249.55,13870.52,7754.61,49.1,-46.67,99.84,21719.76,76.89
TXN-21748,2025-12-09,December,Q4,2025,Asia Pacific,India,Mumbai,Financial Services,Operations,Hardware Systems,Edge Compute Node,SMB,Partner Channel,90290.99,58799.1,15394.6,9483.45,12628.98,1433.68,5180.16,5.74,94808.89,90290.99,31491.89,6613.84,34.88,-4517.9,95.23,85110.83,94.26
TXN-21749,2025-12-09,December,Q4,2025,Europe,UK,London,Financial Services,Customer Support,Professional Consulting,Advisory Subscription,Enterprise,Online Store,26477.33,10970.18,4783.74,1404.6,574.55,1273.09,8045.72,30.39,24665.31,26477.33,15507.15,9318.81,58.57,1812.02,107.35,18431.61,69.61
TXN-21750,2025-12-10,December,Q4,2025,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Sales,Software Services,Cloud Database Engine,Enterprise,Direct Sales,46849.25,14036.47,7202.5,3708.58,2450.95,3696.76,18204.94,38.86,46834.88,46849.25,32812.78,21901.7,70.04,14.37,100.03,28644.31,61.14
TXN-21751,2025-12-10,December,Q4,2025,Asia Pacific,Singapore,Singapore,Consumer Goods,Marketing,Electronics,Wireless Headset Pro,Mid-Market,Online Store,7415.77,4479.92,1443.55,345.92,169.9,173.97,972.41,13.11,6821.25,7415.77,2935.85,1146.38,39.59,594.52,108.72,6443.36,86.89
TXN-21752,2025-12-10,December,Q4,2025,Europe,Netherlands,Amsterdam,Financial Services,Customer Support,Professional Consulting,24/7 Premium Support,Consumer,Direct Sales,17545.32,7381.15,1821.11,907.58,763.87,1282.71,6152.77,35.07,18040.43,17545.32,10164.17,7435.48,57.93,-495.11,97.26,11392.55,64.93
TXN-21753,2025-12-10,December,Q4,2025,North America,USA,Chicago,Consumer Goods,Operations,Electronics,Ultrabook Enterprise,Consumer,Partner Channel,21247.75,12779.21,3797.36,1844.29,1077.09,480.18,2346.71,11.04,18777.19,21247.75,8468.54,2826.89,39.86,2470.56,113.16,18901.04,88.96
TXN-21754,2025-12-10,December,Q4,2025,North America,Canada,Toronto,Enterprise Solutions,Marketing,Software Services,Cybershield Security,Mid-Market,Direct Sales,47597.68,12611.52,9681.04,2660.69,815.81,3227.9,19416.53,40.79,48953.95,47597.68,34986.16,22644.43,73.5,-1356.27,97.23,28181.15,59.21
TXN-21755,2025-12-10,December,Q4,2025,Europe,France,Paris,Consumer Goods,Customer Support,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Partner Channel,73848.85,24130.61,7608.26,4110.38,10773.63,6195.07,31804.53,43.07,82570.35,73848.85,49718.24,37999.6,67.32,-8721.5,89.44,42044.32,56.93
TXN-21756,2025-12-10,December,Q4,2025,North America,Canada,Toronto,Enterprise Solutions,Customer Support,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Reseller Network,90725.3,38711.94,17140.46,4637.38,5122.8,2827.58,27407.94,30.21,100050.34,90725.3,52013.36,30235.52,57.33,-9325.04,90.68,63317.36,69.79
TXN-21757,2025-12-10,December,Q4,2025,Latin America,Colombia,Bogota,Enterprise Solutions,Operations,Software Services,Saas Erp License,Enterprise,Direct Sales,61498.9,17251.9,10238.89,6778.43,4534.55,5524.01,21705.67,35.29,67837.24,61498.9,44247.0,27229.68,71.95,-6338.34,90.66,39793.23,64.71
TXN-21758,2025-12-10,December,Q4,2025,Europe,UK,London,Consumer Goods,Customer Support,Software Services,Saas Erp License,Mid-Market,Direct Sales,19303.02,4711.43,3154.28,1251.1,137.67,1357.04,8829.17,45.74,17557.22,19303.02,14591.59,10186.21,75.59,1745.8,109.94,10473.85,54.26
TXN-21759,2025-12-10,December,Q4,2025,Middle East & Africa,South Africa,Johannesburg,Digital Services,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,92630.39,36168.46,19347.01,4863.4,8444.06,5320.31,26931.21,29.07,99335.45,92630.39,56461.93,32251.52,60.95,-6705.06,93.25,65699.18,70.93
TXN-21760,2025-12-10,December,Q4,2025,North America,USA,New York,Digital Services,Operations,Electronics,Ultrabook Enterprise,Enterprise,Online Store,2447.17,1656.92,412.39,116.33,312.8,64.89,196.64,8.04,2438.98,2447.17,790.25,261.53,32.29,8.19,100.34,2250.53,91.96
TXN-21761,2025-12-10,December,Q4,2025,Europe,UK,London,Financial Services,Customer Support,Software Services,Cybershield Security,Enterprise,Direct Sales,69282.05,19803.21,14054.04,3474.24,963.05,4776.25,27174.31,39.22,68074.12,69282.05,49478.84,31950.56,71.42,1207.93,101.77,42107.74,60.78
TXN-21762,2025-12-10,December,Q4,2025,North America,Canada,Toronto,Digital Services,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Direct Sales,18796.73,7365.52,3304.15,1326.97,1680.09,987.94,5812.15,30.92,20620.36,18796.73,11431.21,6800.09,60.81,-1823.63,91.16,12984.58,69.08
TXN-21763,2025-12-10,December,Q4,2025,Europe,Germany,Frankfurt,Financial Services,Sales,Software Services,Ai Analytics Platform,Enterprise,Online Store,37382.06,10394.01,6225.23,3772.82,4756.41,3512.76,13477.24,36.05,38809.96,37382.06,26988.05,16990.0,72.2,-1427.9,96.32,23904.82,63.95
TXN-21764,2025-12-11,December,Q4,2025,North America,Canada,Toronto,Enterprise Solutions,Operations,Hardware Systems,Edge Compute Node,Enterprise,Direct Sales,79557.85,42286.78,13521.92,6149.98,5298.83,3738.04,13861.13,17.42,81199.53,79557.85,37271.07,17599.17,46.85,-1641.68,97.98,65696.72,82.58
TXN-21765,2025-12-11,December,Q4,2025,Europe,France,Paris,Digital Services,Engineering,Software Services,Cloud Database Engine,Enterprise,Online Store,50842.13,13992.96,7813.06,4030.36,5606.95,3529.04,21476.71,42.24,47268.16,50842.13,36849.17,25005.75,72.48,3573.97,107.56,29365.42,57.76
TXN-21766,2025-12-11,December,Q4,2025,Middle East & Africa,South Africa,Johannesburg,Digital Services,Operations,Hardware Systems,Server Rack X1,SMB,Reseller Network,100024.65,61354.59,14262.01,8253.51,0.0,3757.9,12396.64,12.39,88309.76,100024.65,38670.06,16154.54,38.66,11714.89,113.27,87628.01,87.61
TXN-21767,2025-12-11,December,Q4,2025,Europe,Germany,Frankfurt,Digital Services,Customer Support,Electronics,Wireless Headset Pro,Enterprise,Reseller Network,9831.94,5804.5,1912.13,693.61,968.97,371.84,1049.86,10.68,9263.48,9831.94,4027.44,1421.7,40.96,568.46,106.14,8782.08,89.32
TXN-21768,2025-12-11,December,Q4,2025,Middle East & Africa,UAE,Dubai,Consumer Goods,Sales,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Partner Channel,45696.75,20534.5,5141.5,3019.39,3774.51,2041.25,14960.11,32.74,49675.96,45696.75,25162.25,17001.36,55.06,-3979.21,91.99,30736.64,67.26
TXN-21769,2025-12-11,December,Q4,2025,Europe,Germany,Frankfurt,Consumer Goods,Operations,Software Services,Cybershield Security,Enterprise,Reseller Network,47984.41,12059.14,7955.16,4592.37,2003.47,4512.84,18864.9,39.31,51978.42,47984.41,35925.27,23377.74,74.87,-3994.01,92.32,29119.51,60.69
TXN-21770,2025-12-11,December,Q4,2025,North America,USA,Chicago,Consumer Goods,Engineering,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Online Store,54988.46,19607.39,10521.41,2920.5,7998.01,4220.44,17718.72,32.22,58003.69,54988.46,35381.07,21939.16,64.34,-3015.23,94.8,37269.74,67.78
TXN-21771,2025-12-11,December,Q4,2025,North America,USA,New York,Financial Services,Engineering,Software Services,Saas Erp License,Mid-Market,Online Store,9504.6,1435.55,1721.21,800.35,1411.02,888.26,4659.23,49.02,10485.52,9504.6,8069.05,5547.49,84.9,-980.92,90.65,4845.37,50.98
TXN-21772,2025-12-11,December,Q4,2025,Europe,UK,London,Financial Services,Operations,Professional Consulting,24/7 Premium Support,Consumer,Partner Channel,30966.01,13412.41,3592.16,3254.79,1682.28,1534.58,9172.07,29.62,31260.93,30966.01,17553.6,10706.65,56.69,-294.92,99.06,21793.94,70.38
TXN-21773,2025-12-11,December,Q4,2025,Middle East & Africa,South Africa,Johannesburg,Financial Services,Customer Support,Electronics,Ultrabook Enterprise,Enterprise,Online Store,10424.18,7237.07,1786.27,538.25,853.91,137.37,725.22,6.96,9963.66,10424.18,3187.11,862.59,30.57,460.52,104.62,9698.96,93.04
TXN-21774,2025-12-11,December,Q4,2025,Europe,Netherlands,Amsterdam,Digital Services,Engineering,Hardware Systems,Storage Array V2,Consumer,Direct Sales,95929.82,57840.76,13082.84,8087.05,3341.8,3163.23,13755.94,14.34,103507.06,95929.82,38089.06,16919.17,39.71,-7577.24,92.68,82173.88,85.66
TXN-21775,2025-12-11,December,Q4,2025,North America,Canada,Toronto,Digital Services,Customer Support,Software Services,Ai Analytics Platform,Enterprise,Direct Sales,8308.57,1503.76,874.81,812.74,623.17,704.24,4413.02,53.11,7675.76,8308.57,6804.81,5117.26,81.9,632.81,108.24,3895.55,46.89
TXN-21776,2025-12-12,December,Q4,2025,North America,USA,Chicago,Enterprise Solutions,Operations,Software Services,Cloud Database Engine,Mid-Market,Reseller Network,57456.05,16296.59,6441.44,6472.96,6605.12,5588.82,22656.24,39.43,53502.51,57456.05,41159.46,28245.06,71.64,3953.54,107.39,34799.81,60.57
TXN-21777,2025-12-12,December,Q4,2025,Europe,UK,London,Enterprise Solutions,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Direct Sales,35136.64,14298.35,6942.9,1830.25,2898.58,1201.33,10863.81,30.92,36835.77,35136.64,20838.29,12065.14,59.31,-1699.13,95.39,24272.83,69.08
TXN-21778,2025-12-12,December,Q4,2025,North America,USA,New York,Financial Services,Operations,Electronics,4K Display Monitor,Enterprise,Direct Sales,7056.56,4353.61,1216.03,476.93,75.49,189.2,820.79,11.63,6741.36,7056.56,2702.95,1009.99,38.3,315.2,104.68,6235.77,88.37
TXN-21779,2025-12-12,December,Q4,2025,Europe,Germany,Frankfurt,Financial Services,Operations,Software Services,Cybershield Security,Enterprise,Direct Sales,17517.72,3504.62,2166.04,1578.52,35.11,1207.93,9060.61,51.72,18789.16,17517.72,14013.1,10268.54,79.99,-1271.44,93.23,8457.11,48.28
TXN-21780,2025-12-12,December,Q4,2025,Asia Pacific,India,Mumbai,Consumer Goods,Sales,Electronics,Wireless Headset Pro,Enterprise,Online Store,2330.53,1379.21,508.93,160.64,279.16,54.25,227.5,9.76,2523.44,2330.53,951.32,281.75,40.82,-192.91,92.36,2103.03,90.24
TXN-21781,2025-12-12,December,Q4,2025,Asia Pacific,Singapore,Singapore,Financial Services,Customer Support,Software Services,Cloud Database Engine,SMB,Direct Sales,64658.69,13103.31,11030.26,4933.27,1223.34,7249.77,28342.08,43.83,67870.32,64658.69,51555.38,35591.85,79.73,-3211.63,95.27,36316.61,56.17
TXN-21782,2025-12-12,December,Q4,2025,Asia Pacific,India,Mumbai,Digital Services,Operations,Software Services,Ai Analytics Platform,SMB,Direct Sales,35579.28,9734.66,6484.93,2199.5,3802.55,2247.31,14912.88,41.91,35709.05,35579.28,25844.62,17160.19,72.64,-129.77,99.64,20666.4,58.09
TXN-21783,2025-12-12,December,Q4,2025,Latin America,Colombia,Bogota,Enterprise Solutions,Marketing,Hardware Systems,Server Rack X1,Enterprise,Online Store,103810.97,56507.07,18399.38,7184.42,11013.66,4038.58,17681.52,17.03,91715.03,103810.97,47303.9,21720.1,45.57,12095.94,113.19,86129.45,82.97
TXN-21784,2025-12-12,December,Q4,2025,Asia Pacific,Australia,Sydney,Consumer Goods,Sales,Software Services,Saas Erp License,Mid-Market,Direct Sales,65987.47,17214.78,13907.41,3616.49,6624.25,3206.92,28041.87,42.5,64934.88,65987.47,48772.69,31248.79,73.91,1052.59,101.62,37945.6,57.5
TXN-21785,2025-12-12,December,Q4,2025,Asia Pacific,India,Mumbai,Financial Services,Sales,Software Services,Saas Erp License,Consumer,Online Store,44028.83,10242.77,5808.78,4443.3,5934.86,3562.37,19971.61,45.36,42050.28,44028.83,33786.06,23533.98,76.74,1978.55,104.71,24057.22,54.64
